Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,67.73985926180471,67.85917482752035,67.05381182677769,67.44158172607422,7251400,0.0,0.0
2015-01-05 00:00:00-05:00,67.28496665970779,67.85915702354788,67.00159511012001,67.12091064453125,8626100,0.0,0.0
2015-01-06 00:00:00-05:00,67.3446355622213,67.53106186435504,66.56164850682715,66.815185546875,7791200,0.0,0.0
2015-01-07 00:00:00-05:00,67.06870981178155,67.38936319074492,66.78533826941344,67.1656494140625,5986600,0.0,0.0
2015-01-08 00:00:00-05:00,67.47140515199747,68.03068402010685,67.21040379545668,67.9337387084961,6823300,0.0,0.0
2015-01-09 00:00:00-05:00,67.9933869077726,67.9933869077726,67.20294137277003,67.29988098144531,4872800,0.0,0.0
2015-01-12 00:00:00-05:00,67.47140122281355,67.5757994836387,66.7480663518974,67.05380249023438,5250900,0.0,0.0
2015-01-13 00:00:00-05:00,67.69511639735533,68.23202504570455,66.94195256068328,67.3371810913086,6727100,0.0,0.0
2015-01-14 00:00:00-05:00,66.91211596346248,67.23276935929258,66.68840217501248,67.10599517822266,6418200,0.0,0.0
2015-01-15 00:00:00-05:00,67.47884822356896,67.48630686704935,66.62128628022046,67.0090560913086,6768200,0.0,0.0
2015-01-16 00:00:00-05:00,67.0761893562845,68.11271926655039,67.01653725622886,68.04560852050781,8815700,0.0,0.0
2015-01-20 00:00:00-05:00,68.04560261506087,68.44828412420873,67.48632368945762,68.00086212158203,9869900,0.0,0.0
2015-01-21 00:00:00-05:00,67.8911885775367,68.48448614642159,67.31290866177598,68.13902282714844,6974500,0.644,0.0
2015-01-22 00:00:00-05:00,68.37186272860133,68.86001974369198,67.49318353928466,68.80744934082031,7211200,0.0,0.0
2015-01-23 00:00:00-05:00,68.46949124980841,68.4845146389247,67.55325932501562,67.65089416503906,6745700,0.0,0.0
2015-01-26 00:00:00-05:00,67.55323731775881,67.55323731775881,66.64451738356375,67.2753677368164,9371700,0.0,0.0
2015-01-27 00:00:00-05:00,65.41286589131734,65.49547731840052,64.6017750052693,64.95475006103516,14417400,0.0,0.0
2015-01-28 00:00:00-05:00,65.05989613482907,65.27018343073259,63.84326543640214,63.94840621948242,14033400,0.0,0.0
2015-01-29 00:00:00-05:00,64.42155493473818,64.66938929461678,63.94842129930619,64.33894348144531,12054500,0.0,0.0
2015-01-30 00:00:00-05:00,63.90335119949823,64.00098603369221,63.27250640813921,63.302547454833984,14685300,0.0,0.0
2015-02-02 00:00:00-05:00,63.52033872397235,63.9409019048236,62.844429519215986,63.92588424682617,10278700,0.0,0.0
2015-02-03 00:00:00-05:00,64.5491943359375,64.5867470621726,63.92586148052245,64.5491943359375,10747900,0.0,0.0
2015-02-04 00:00:00-05:00,64.50414636606637,64.94724454434983,64.24880612041412,64.42904663085938,9212800,0.0,0.0
2015-02-05 00:00:00-05:00,64.76701669970733,65.17256226070171,64.66187589460628,65.11248016357422,6531300,0.0,0.0
2015-02-06 00:00:00-05:00,65.00731743021785,65.04487016069129,63.9483980418249,64.29386138916016,8429800,0.0,0.0
2015-02-09 00:00:00-05:00,64.068583585736,64.15870673917563,63.52785612458741,63.87332534790039,8811500,0.0,0.0
2015-02-10 00:00:00-05:00,64.08358815197418,64.26382867616415,63.700572024545416,64.12864685058594,7059300,0.0,0.0
2015-02-11 00:00:00-05:00,64.54920953480475,64.73696175070558,63.948405881767876,64.31639862060547,7184600,0.0,0.0
2015-02-12 00:00:00-05:00,64.63182042562026,64.69941420224345,64.14366925217031,64.60929107666016,6074600,0.0,0.0
2015-02-13 00:00:00-05:00,64.60930971994004,64.69943287152873,64.21127582747621,64.51168060302734,6272000,0.0,0.0
2015-02-17 00:00:00-05:00,64.63181778292433,64.63181778292433,63.83575026025526,64.20374298095703,10310400,0.0,0.0
2015-02-18 00:00:00-05:00,64.40653892507726,64.87967257263129,64.22629262432335,64.78204345703125,8132300,0.0,0.0
2015-02-19 00:00:00-05:00,64.6693899756397,64.8120835291472,63.87332221342806,63.99348068237305,7271600,0.0,0.0
