Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,56.28560343260881,56.53002262240862,55.63054957362321,56.236717224121094,4989619,0.0,0.0
2015-01-05 00:00:00-05:00,55.99717874561485,56.44202603606389,55.16125365789242,55.298133850097656,7572062,0.0,0.0
2015-01-06 00:00:00-05:00,54.882609753618425,55.25901986888147,53.88536444564751,54.51597213745117,9172185,0.0,0.0
2015-01-07 00:00:00-05:00,54.92172624409853,55.405681336758086,54.76040590443888,55.107486724853516,4929396,0.0,0.0
2015-01-08 00:00:00-05:00,55.689191883262026,56.21714381523473,55.38610814726593,56.046051025390625,6196941,0.0,0.0
2015-01-09 00:00:00-05:00,56.18292241374543,56.28069479698016,55.425213112104245,55.738075256347656,6078084,0.0,0.0
2015-01-12 00:00:00-05:00,55.953188621815016,56.09495804468061,55.2492544266224,55.948299407958984,7970742,0.0,0.0
2015-01-13 00:00:00-05:00,56.476249037317444,57.116641203008896,55.48389867908072,55.894527435302734,6668080,0.0,0.0
2015-01-14 00:00:00-05:00,55.32256335896773,55.81140754846091,55.053698165798785,55.493656158447266,5575483,0.0,0.0
2015-01-15 00:00:00-05:00,55.81140754846091,56.065605104681055,55.26878794980676,55.493656158447266,5038083,0.0,0.0
2015-01-16 00:00:00-05:00,55.332367950934156,56.872227579739686,55.31770030704885,56.77935028076172,9173615,0.0,0.0
2015-01-20 00:00:00-05:00,56.98952583197134,57.55169637163586,56.65711272064599,57.45392990112305,8685474,0.0,0.0
2015-01-21 00:00:00-05:00,57.37083045919757,58.31918960897612,57.29261490501055,58.187198638916016,11405206,0.0,0.0
2015-01-22 00:00:00-05:00,58.54405295873874,58.99378939461313,58.055208749035344,58.88135528564453,10428448,0.0,0.0
2015-01-23 00:00:00-05:00,58.842249547254646,59.12578239890226,58.62715974691398,58.6515998840332,6830158,0.0,0.0
2015-01-26 00:00:00-05:00,58.57828705395571,58.62228405197032,57.82057743903678,58.05033493041992,9047607,0.0,0.0
2015-01-27 00:00:00-05:00,56.95042237373559,58.83736221552304,56.22204226005868,58.25075149536133,11644351,0.0,0.0
2015-01-28 00:00:00-05:00,58.358291635088904,58.358291635088904,57.09218118040598,57.15573501586914,6898008,0.0,0.0
2015-01-29 00:00:00-05:00,57.13618019895056,57.209506535593924,55.95806367371979,56.92597961425781,10056145,0.0,0.0
2015-01-30 00:00:00-05:00,56.226934847568124,56.8184348160747,56.03628516680931,56.10961151123047,7346106,0.0,0.0
2015-02-02 00:00:00-05:00,56.30025256827286,57.048183537332974,55.7527496755458,56.989524841308594,5588354,0.0,0.0
2015-02-03 00:00:00-05:00,57.47838058059803,58.42673981643704,56.9113207244427,58.11876678466797,7136994,0.0,0.0
2015-02-04 00:00:00-05:00,58.050336667850175,58.172549237921935,57.41483960032497,57.5810432434082,5098148,0.0,0.0
2015-02-05 00:00:00-05:00,57.810779280952,58.837353821090325,57.644575699567426,58.71514129638672,7448120,0.0,0.0
2015-02-06 00:00:00-05:00,58.661376074291425,59.159998707281176,58.35829230976022,58.5684928894043,4496234,0.0,0.0
2015-02-09 00:00:00-05:00,58.38762675058996,58.63205183905965,58.12853994965605,58.3289680480957,4068952,0.0,0.0
2015-02-10 00:00:00-05:00,58.60760627573512,58.76892659845226,58.13342965984137,58.36807632446289,4067840,0.0,0.0
2015-02-11 00:00:00-05:00,58.245207197019596,58.515521362603224,57.979808592770084,58.333675384521484,4302376,0.402769,0.0
2015-02-12 00:00:00-05:00,58.56958316210859,58.95784694403545,58.39756235847453,58.7760009765625,4603333,0.0,0.0
2015-02-13 00:00:00-05:00,58.65312501060976,59.65574446731849,58.65312501060976,59.591854095458984,6041537,0.0,0.0
2015-02-17 00:00:00-05:00,59.468988542433685,59.911317542882756,59.25765516442069,59.62626266479492,5150267,0.0,0.0
2015-02-18 00:00:00-05:00,59.62625459286014,60.28483840152775,59.473896052230295,59.955543518066406,5522093,0.0,0.0
2015-02-19 00:00:00-05:00,59.75405997872734,60.451956572687436,59.75405997872734,60.40772247314453,5413723,0.0,0.0
2015-02-20 00:00:00-05:00,60.44701915819483,61.16457774065765,59.96045615563669,60.99747848510742,6454836,0.0,0.0
2015-02-23 00:00:00-05:00,60.76158636768787,61.022069432091705,60.48635661806514,60.80582046508789,4349570,0.0,0.0
2015-02-24 00:00:00-05:00,60.65836020484372,61.012220966951816,60.4470209013924,60.840206146240234,3901631,0.0,0.0
2015-02-25 00:00:00-05:00,60.869700235318675,61.10561140813734,60.42737125497538,60.6337890625,4565038,0.0,0.0
2015-02-26 00:00:00-05:00,60.60922441887048,60.72226445783065,60.03419310113671,60.28976058959961,3969640,0.0,0.0
2015-02-27 00:00:00-05:00,60.230777472526434,60.37822046318735,59.857254435084705,59.916229248046875,4902542,0.0,0.0
2015-03-02 00:00:00-05:00,59.916218453200806,60.69767331281893,59.739288087935584,60.54531478881836,3695855,0.0,0.0
2015-03-03 00:00:00-05:00,59.95061919392883,60.397869587812885,59.52303699718604,59.81300735473633,5064938,0.0,0.0
2015-03-04 00:00:00-05:00,59.5918432256347,59.660649145587556,59.23306098837445,59.48862838745117,3373765,0.0,0.0
2015-03-05 00:00:00-05:00,59.61152771667427,59.70982704162931,59.149536380853924,59.36579132080078,3064069,0.0,0.0
2015-03-06 00:00:00-05:00,58.68264696445462,59.15446355881324,58.42707343599138,58.6973876953125,5820666,0.0,0.0
2015-03-09 00:00:00-04:00,58.62858193401437,60.053874764661124,58.62858193401437,59.83761978149414,6557962,0.0,0.0
2015-03-10 00:00:00-04:00,59.24782860694143,59.45916200123654,57.67017765892946,57.69966506958008,8872658,0.0,0.0
2015-03-11 00:00:00-04:00,57.886421898415286,58.44179688532496,57.68491964350655,58.161651611328125,5955413,0.0,0.0
