Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,76.88141459764957,77.3801461299133,76.03740738920327,76.90443420410156,2232817,0.0,0.0
2015-01-05 00:00:00-05:00,76.65123691373252,76.65123691373252,75.19340616494178,75.43893432617188,3310049,0.0,0.0
2015-01-06 00:00:00-05:00,75.42360521041132,76.33666535520783,74.8328012261194,75.2624740600586,4438363,0.0,0.0
2015-01-07 00:00:00-05:00,76.01443052952028,76.61290993283188,75.56940706858587,75.80726623535156,2738078,0.0,0.0
2015-01-08 00:00:00-05:00,76.45175610139142,77.34180275973489,76.45175610139142,77.18834686279297,2686367,0.0,0.0
2015-01-09 00:00:00-05:00,77.25739047198515,77.32644930160556,75.82257923240562,75.906982421875,2781293,0.0,0.0
2015-01-12 00:00:00-05:00,76.11414821750445,76.24458448924068,74.61027811694508,75.53868865966797,2894785,0.0,0.0
2015-01-13 00:00:00-05:00,76.06809226859316,76.90443032618238,75.19339638911697,76.07576751708984,3590213,0.0,0.0
2015-01-14 00:00:00-05:00,74.94789077267606,75.93000972512088,74.94789077267606,75.72283935546875,3250891,0.0,0.0
2015-01-15 00:00:00-05:00,76.16020251159492,76.25994394253362,74.50287620093312,74.51055145263672,3665735,0.0,0.0
2015-01-16 00:00:00-05:00,74.32637088204376,75.43892580145307,74.04247878582048,75.36219787597656,5066031,0.0,0.0
2015-01-20 00:00:00-05:00,76.1755421307236,76.53616227450843,75.14738389714441,75.94535827636719,3987960,0.0,0.0
2015-01-21 00:00:00-05:00,75.5617303938753,76.35202964607053,75.3085268862513,76.15253448486328,2627837,0.0,0.0
2015-01-22 00:00:00-05:00,76.53614121820537,76.68959707889151,75.29314997468755,76.25991821289062,4643006,0.0,0.0
2015-01-23 00:00:00-05:00,77.49525243515852,79.73570712260104,77.11161272360329,78.64617156982422,6170115,0.0,0.0
2015-01-26 00:00:00-05:00,78.58478426634585,78.63849873557999,77.69474386180806,78.17813110351562,3461302,0.0,0.0
2015-01-27 00:00:00-05:00,77.3648402356937,78.10910027966997,76.70497727040217,77.41854858398438,2639270,0.0,0.0
2015-01-28 00:00:00-05:00,77.90188595564176,78.6461455215134,76.54380305458555,76.58983612060547,3999603,0.0,0.0
2015-01-29 00:00:00-05:00,76.38268649035751,76.96582122569306,75.23944276737,76.8583984375,4751987,0.0,0.0
2015-01-30 00:00:00-05:00,76.16019659784163,76.53616109809788,74.84047094098919,75.00927734375,4299172,0.0,0.0
2015-02-02 00:00:00-05:00,75.63076309457186,76.62822635629544,74.38009639221684,76.55149841308594,3736956,0.0,0.0
2015-02-03 00:00:00-05:00,76.72800197672568,77.73314085651855,76.69731324429642,77.70244598388672,2899505,0.0,0.0
2015-02-04 00:00:00-05:00,77.4108376676016,77.8788805017945,77.04254851173758,77.30342102050781,2585042,0.0,0.0
2015-02-05 00:00:00-05:00,77.49525644749508,78.64617564174992,77.36482016685298,78.5234146118164,2680493,0.0,0.0
2015-02-06 00:00:00-05:00,78.45434892643952,78.9223918139867,77.83285629992281,78.07070922851562,2522317,0.0,0.0
2015-02-09 00:00:00-05:00,77.8405370842524,78.24719645308235,77.59500886879688,77.94795989990234,2363721,0.0,0.0
2015-02-10 00:00:00-05:00,78.26252158784362,78.75358403831213,77.85586231892111,78.60012817382812,1785876,0.0,0.0
2015-02-11 00:00:00-05:00,78.4083312560008,78.88404334687573,78.16279688891585,78.59247589111328,2018735,0.0,0.0
2015-02-12 00:00:00-05:00,78.76892474477671,79.57456799596595,78.76124949582858,79.41343688964844,2037090,0.0,0.0
2015-02-13 00:00:00-05:00,79.22162663754345,80.14236189298029,79.22162663754345,80.08865356445312,2066565,0.0,0.0
